acc,capacity_remaining,eps_spent,event,op,regret
0.28252324923233213,inf,0.0,0,calibrate,0.0
0.5684827239830983,inf,0.0,1,calibrate,0.0
4.095803214617698,inf,0.0,2,calibrate,0.0
2.0211913460941644,inf,0.0,3,calibrate,0.0
0.9388816730883606,inf,0.0,4,calibrate,0.0
2.191248548855324,inf,0.0,5,calibrate,0.0
1.8389841990798133,inf,0.0,6,calibrate,0.0
8.44704734090671,inf,0.0,7,calibrate,0.0
0.336013294119478,inf,0.0,8,calibrate,0.0
4.942117046905912,inf,0.0,9,calibrate,0.0
6.458593377998915,inf,0.0,10,calibrate,0.0
0.24392744957710955,inf,0.0,11,calibrate,0.0
0.023321438962437213,inf,0.0,12,calibrate,0.0
1.8267338193262281,inf,0.0,13,calibrate,0.0
0.895410314546119,inf,0.0,14,calibrate,0.0
2.9977320793513806,inf,0.0,15,calibrate,0.0
0.9962592164265464,inf,0.0,16,calibrate,0.0
0.07880471373435394,inf,0.0,17,calibrate,0.0
4.882193008889137,inf,0.0,18,calibrate,0.0
1.5376287785963458,inf,0.0,19,calibrate,0.0
1.6729931860087364,inf,0.0,20,calibrate,0.0
1.098311826801553,inf,0.0,21,calibrate,0.0
3.649413631671199,inf,0.0,22,calibrate,0.0
0.3860901344642005,inf,0.0,23,calibrate,0.0
1.0010873982328263,inf,0.0,24,calibrate,0.0
1.2996246077468887,inf,0.0,25,calibrate,0.0
0.5682837985765365,inf,0.0,26,calibrate,0.0
3.090459958736872,inf,0.0,27,calibrate,0.0
0.01795806518445625,inf,0.0,28,calibrate,0.0
0.7993137968687751,inf,0.0,29,calibrate,0.0
2.683433179475761,inf,0.0,30,calibrate,0.0
2.604664415219048,inf,0.0,31,calibrate,0.0
1.0412312322113304,inf,0.0,32,calibrate,0.0
4.790822179343918,inf,0.0,33,calibrate,0.0
2.047741220170186,inf,0.0,34,calibrate,0.0
2.1884056622247847,inf,0.0,35,calibrate,0.0
0.3357812509598386,inf,0.0,36,calibrate,0.0
3.2962544212429954,inf,0.0,37,calibrate,0.0
0.7985391386717233,inf,0.0,38,calibrate,0.0
1.1602728612402697,inf,0.0,39,calibrate,0.0
1.2428672655787962,inf,0.0,40,calibrate,0.0
1.2358249860392425,inf,0.0,41,calibrate,0.0
1.0069297728544693,inf,0.0,42,calibrate,0.0
1.9184051239211373,inf,0.0,43,calibrate,0.0
0.6083313101008173,inf,0.0,44,calibrate,0.0
0.6647029319763664,inf,0.0,45,calibrate,0.0
0.9497534637941767,inf,0.0,46,calibrate,0.0
1.2829214836424558,inf,0.0,47,calibrate,0.0
3.584293598692608,inf,0.0,48,calibrate,0.0
0.6753421303145424,inf,0.0,49,calibrate,0.0
0.2831639050410537,inf,0.0,50,calibrate,0.0
0.6224131938837103,inf,0.0,51,calibrate,0.0
0.2468146250913692,inf,0.0,52,calibrate,0.0
1.075310272379629,inf,0.0,53,calibrate,0.0
0.7096736563288114,inf,0.0,54,calibrate,0.0
2.032737216589835,inf,0.0,55,calibrate,0.0
2.344834204460037,inf,0.0,56,calibrate,0.0
0.7663203783074319,inf,0.0,57,calibrate,0.0
0.061927436590614005,inf,0.0,58,calibrate,0.0
0.39522766940499254,inf,0.0,59,calibrate,0.0
0.44914382109407125,inf,0.0,60,calibrate,0.0
0.11827559047935243,inf,0.0,61,calibrate,0.0
0.48732323715842774,inf,0.0,62,calibrate,0.0
0.9641051740368445,inf,0.0,63,calibrate,0.0
0.42089038468601925,inf,0.0,64,calibrate,0.0
4.133167910100358,inf,0.0,65,calibrate,0.0
1.2476276617748212,inf,0.0,66,calibrate,0.0
0.6284747615902644,inf,0.0,67,calibrate,0.0
2.101249069236784,inf,0.0,68,calibrate,0.0
2.1377397737154116,inf,0.0,69,calibrate,0.0
0.06300456591384151,inf,0.0,70,calibrate,0.0
1.1932274472114113,inf,0.0,71,calibrate,0.0
2.271389178744221,inf,0.0,72,calibrate,0.0
1.6748165778526714,inf,0.0,73,calibrate,0.0
0.47486016061259195,inf,0.0,74,calibrate,0.0
1.5365470102073293,inf,0.0,75,calibrate,0.0
1.2402291683943258,inf,0.0,76,calibrate,0.0
1.9896057270822647,inf,0.0,77,calibrate,0.0
0.9405311176954045,inf,0.0,78,calibrate,0.0
1.665809268119948,inf,0.0,79,calibrate,0.0
